SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,Hotttnesss,TimeSignature,TimeSignatureConfidence,Title,Year
3139,"SOTOHAH12AAF3B51FC",667208,"Pink Crustaceans and  Good Vibrations","ARO5P0H1187FB5BAD7",nan,"Kona HI",nan,"Pepper",0.0,204.5122,9,0.517,220.104,0.54078600864,3,1.0,"Freeze",2008
2262,"SOKTJKI12A8C143254",372523,"Talento De Barrio","ARBNXYA1187FB51C50",18.22328,"Puerto Rico",-66.42889,"Daddy Yankee",0.0,239.882,4,0.594,195.985,0.774816244146,4,0.971,"Llamado De Emergencia",2008
5353,"SOZEQVC12AC468E38B",747166,"Long 'Bout Midnight","AR6KK741187B98C9E9",nan,"New Orleans LA",nan,"Roy Brown",0.0,163.83955,3,0.214,154.631,0.624833533556,4,1.0,"Love Don't Love Nobody",0
5253,"SOMWELJ12AB0184C6D",490988,"The Oath of Black Blood","AREBWEH1187B99EA9A",nan,"Helsinki",nan,"Beherit",0.0,192.13016,1,0.58,133.954,0.545230293898,3,0.426,"Witchcraft",1990
3911,"SOGTRVF12A8C1363B5",423558,"DOLLY - HEARTSONGS","ARYJSY01187B9B7C65",nan,"Locust Ridge TN",nan,"Dolly Parton",0.0,171.80689,7,0.481,168.897,nan,4,0.928,"I'm Thinking Tonight Of My Blue Eyes",0
4318,"SOAUTVB12AB018AFF0",726495,"Puce de luxe","ARLOVHG1187FB39692",nan,"",nan,"Sébastien Roch",0.0,184.08444,4,0.0,126.103,nan,4,0.26,"",0
6779,"SOYBSGS12A8C140EBF",220244,"The Dream Merchant 2","ARF9EI11187B9AB66C",nan,"North Carolina",nan,"9th Wonder",0.0,184.92036,6,0.179,171.968,0.703966084676,7,0.181,"Saved",0
3941,"SODSOBX12AC4686B4D",685454,"Normal Service Resumed","ARDK6QW1187B9B8D85",53.93063,"UK - England - Yorkshire",-1.20788,"U.K. Subs",0.0,241.99791,0,0.543,161.172,nan,4,0.951,"Warhead (Live in Croatia_ 1993)",1993
1166,"SOTWWLY12A6D4FAF77",271042,"Tango Pour Madameon","ARD7U0O1187FB5531A",49.34463,"Neuilly-sous-Clermont (Oise)",2.40955,"Andre Verchuren",0.0,153.25995,5,0.647,197.704,nan,1,0.0,"Valse Des Montagnes",0
2739,"SORFAAB12A6D4F7EAC",22901,"Rockin' Every Night (Gary Moore Live In Japan)","AR56P361187B9AC4DB",54.5958,"Belfast Northern Ireland",-5.93494,"Gary Moore",0.0,198.79138,7,0.0,100.081,0.270775998946,4,0.318,"Rockin' Every Night (Live)",2005
7600,"SOJCYIP12AC3DFA13C",682598,"Coração de 5 Pontas","AR1PQYO1187B98BEC9",nan,"",nan,"Hélio Ziskind",0.0,130.19383,8,0.668,120.066,nan,4,0.734,"Telê",0
7979,"SORYPLB12A8C142025",174682,"Jazz Gillum Vol. 1 1936-1938","ARW4AGO1187FB4F107",33.45081,"Indianola MS",-90.645,"Jazz Gillum",0.0,170.9971,9,0.808,140.144,nan,1,0.0,"Boar Hog Blues",1997
2722,"SOVBVJW12AAF3B5F77",324015,"Intermobility","ARMFOCL119B8668919",nan,"",nan,"String Trio Of New York",0.0,392.4371,9,0.594,130.316,0.0,5,1.0,"Ju Ju",0
4253,"SOKSBBB12A6D4F653A",26453,"Certified Hits","AR7SF1N1187B9A91D1",33.56173,"Aiken SC",-81.72239,"John Berry",0.0,185.7824,11,0.698,101.04,0.265861049211,4,1.0,"Ninety Miles An Hour",0
5133,"SOHMKHQ12A8C139C40",210302,"Azure","ARLTWXK1187FB5A3F8",32.74863,"Fort Worth TX",-97.32925,"King Curtis",0.0,127.03302,9,0.914,136.089,nan,1,0.0,"The Lone Prairie",0
40,"SOYMDFH12A8C13CEEF",217177,"20 Suosikkia / Laula kanssain","ARPTC441187FB3AEBF",nan,"",nan,"Fredi",0.0,181.36771,2,0.734,166.555,nan,4,0.0,"Tule illoin",0
9746,"SODKENB12A6D4F46AF",25979,"Live At The Filmore East","AR8SRQ31187FB4D477",52.94922,"Nottingham England",-1.14392,"Ten Years After",0.0,598.41261,9,0.741,128.239,nan,4,0.359,"50_000 Miles Beneath My Brain (Live)",0
1063,"SOLGASB12A58A79460",51852,"Born Again","ARTJ9GZ1187B9B46DE",41.88415,"Chicago IL",-87.63241,"Young-Holt Unlimited",0.0,266.05669,2,0.368,156.298,0.0,4,0.0,"We've Only Just Begun (LP Version)",1971
8539,"SORUQQG12A8C135A68",106187,"Despina Vandi - The Emi Years/The Complete Collection","ARNQAVF11F4C844C04",nan,"",nan,"Despina Vandi",0.0,244.08771,2,0.323,120.212,nan,4,0.819,"Ke T' Oniro Egine Efialtis",0
8494,"SOLDKKK12A6D4FD12B",297570,"Punk-O-Rama 6","AR06EB01187FB40150",34.05349,"Los Angeles CA",-118.24532,"NOFX",0.0,108.12036,0,0.772,198.201,0.596571197666,4,0.0,"Bath Of Least Resistance",2001
6018,"SOLBBCS12AC468D6D0",735639,"Conniff Meets Butterfield","ARXZIHJ1187B9A4ED9",41.94508,"Attleboro MA",-71.28109,"Ray Conniff",0.0,172.30322,0,0.407,148.929,nan,4,0.367,"Something To Remember You By",0
5990,"SOJTITX12AB0183525",369461,"I Got To Find Me A Woman","AR63RWN1187FB3E89A",34.56039,"Marvell AR",-90.91387,"Robert Lockwood_ Jr.",0.0,274.70322,2,0.591,90.64,0.253834736132,1,0.0,"Feel Like Blowing My Horn",1998
8607,"SOZOVFN12A8C13DEDD",113289,"20 Suosikkia / Rautalankaklassikot / Muurari","AR4CG3B1187FB5B861",nan,"California - SF",nan,"The Avengers",0.0,121.96526,3,0.477,185.255,nan,4,0.012,"Leskiäidin tyttäret",0
9926,"SOKUCKC12A8C1315C4",282383,"No. 10_ Upping St.","ARCEOW71187B9A5A71",51.50632,"London England",-0.12714,"Big Audio Dynamite",0.0,424.22812,1,0.87,125.038,0.215080318509,4,1.0,"Badrock City",1986
1715,"SOIAQFI12AF729E236",667208,"Pink Crustaceans and  Good Vibrations","ARO5P0H1187FB5BAD7",nan,"Kona HI",nan,"Pepper",0.0,172.87791,9,0.703,98.173,nan,3,0.74,"Musical 69",2008
5503,"SOMGVPO12A6D4F81E4",47538,"...Somewhere More Familiar","AREPD8D1187FB3F5BC",nan,"Gainesville FL",nan,"Sister Hazel",0.0,332.93016,10,0.914,119.461,0.598242154868,4,0.96,"Cerilene",1997
4730,"SORQLMX12A8C133FCD",150354,"L'essentiel 2003","ARHSS201187B98A8CC",nan,"",nan,"Yvette Horner",0.0,148.03546,7,0.881,162.385,nan,1,0.0,"La Plus Bath Des Javas",0
5776,"SOKRLXS12AB0183E51",489212,"Last Vestiges of Honor","ARUUXNF1187B98FB36",nan,"",nan,"Charlie Peacock",0.0,133.3024,1,0.139,137.158,0.0,4,0.833,"The Quality of Life",0
4505,"SOVHLHV12AB018930B",756725,"Black Satin Vol1","AR0G47L1187B98CC6D",50.91552,"Battle Sussex England",0.48883,"Frank Chacksfield",0.0,151.19628,5,1.0,116.716,nan,4,0.374,"Heidi",0
5576,"SOEZUVC12AB0187534",569913,"Moon In Scorpio","ARZHXR61187FB3D065",40.65507,"Brooklyn",-73.94888,"The Family Stand",0.0,413.54404,9,0.77,122.691,0.0,4,1.0,"The Education Of Jamie",0
3409,"SOGVLDM12AB017F0A2",345122,"Reggae Max","ARUBX2Y1187B99CD25",nan,"",nan,"Tyrone Taylor",0.0,178.15465,4,0.677,159.728,nan,4,0.0,"Happiness Is Loving You",0
